,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
10851,116,Kenya,0,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10852,114,Benin,18,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10853,113,Mauritania,-15,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10854,111,Namibia,-3,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10855,108,Zimbabwe,-4,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10856,142,Guinea-Bissau,9,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10857,142,Gambia,-1,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10858,132,Burundi,1,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10859,140,Tanzania,1,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10860,142,Guinea-Bissau,0,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10861,134,Burundi,2,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10862,140,Tanzania,0,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10863,143,Gambia,1,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10864,108,Zimbabwe,0,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10865,111,Namibia,0,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10866,114,Mauritania,1,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10867,115,Benin,1,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10868,116,Kenya,0,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10869,121,Madagascar,-1,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10870,118,Botswana,-3,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10871,185,Mauritius,4,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10872,190,Comoros,4,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10873,105,Sierra Leone,1,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10874,160,Liberia,-1,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10875,53,Nigeria,0,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10876,103,Ethiopia,4,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10877,33,Tunisia,-1,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10878,27,Ghana,0,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10879,38,Senegal,-1,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10880,42,Congo,-1,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10881,42,Cameroon,0,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10882,49,Egypt,-3,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10883,19,Algeria,0,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10884,21,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10885,85,Morocco,3,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10886,88,Angola,-1,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10887,89,Sudan,2,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10888,95,Mozambique,-2,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10889,96,Malawi,-2,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10890,98,Libya,4,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10891,101,Niger,-1,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10892,79,Togo,-1,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10893,78,Rwanda,-13,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10894,56,Cape Verde,6,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10895,60,Mali,-3,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10896,62,Equatorial Guinea,0,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10897,63,Gabon,-1,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10898,63,Guinea,3,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10899,65,DR Congo,6,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10900,71,Uganda,-3,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10901,72,South Africa,0,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10902,73,Burkina Faso,2,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10903,74,Zambia,1,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10904,109,Zimbabwe,1,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10905,111,Botswana,-7,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10906,113,Burundi,-21,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10907,120,Niger,19,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10908,121,Sierra Leone,16,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10909,125,Namibia,14,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10910,127,Madagascar,6,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10911,108,Ethiopia,5,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10912,107,Mozambique,12,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10913,105,Libya,7,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10914,84,Sudan,-5,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10915,89,Mauritania,-25,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10916,95,Liberia,-65,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10917,97,Angola,9,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10918,100,Benin,-15,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10919,101,Malawi,5,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10920,93,Rwanda,15,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10921,131,Kenya,15,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10922,161,Gambia,18,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10923,168,Mauritius,-17,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10924,136,Tanzania,-4,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10925,147,Guinea-Bissau,5,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10926,80,Morocco,-5,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10927,79,Togo,0,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10928,19,Algeria,0,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10929,21,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10930,25,Ghana,-2,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10931,193,Comoros,3,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10932,60,DR Congo,-5,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10933,62,Mali,2,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10934,65,Gabon,2,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10935,55,Guinea,-8,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10936,71,Zambia,-3,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10937,73,South Africa,1,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10938,75,Uganda,4,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10939,76,Burkina Faso,3,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10940,67,Equatorial Guinea,5,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10941,52,Nigeria,-1,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10942,36,Tunisia,3,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10943,38,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10944,48,Cameroon,6,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10945,49,Congo,7,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10946,51,Egypt,2,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10947,41,Cape Verde,-15,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10948,135,Tanzania,-1,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10949,141,Guinea-Bissau,-6,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10950,128,Sudan,44,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10951,105,Botswana,-6,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10952,107,Burundi,-6,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10953,109,Zimbabwe,0,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10954,113,Libya,8,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10955,114,Ethiopia,6,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10956,118,Madagascar,-9,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10957,118,Namibia,-7,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10958,121,Sierra Leone,0,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10959,125,Kenya,-6,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10960,125,Mozambique,18,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10961,105,Niger,-15,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10962,173,Mauritius,5,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10963,177,Comoros,-16,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10964,168,Gambia,7,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10965,104,Mauritania,15,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10966,30,Ghana,5,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10967,32,Cape Verde,-9,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10968,41,Tunisia,5,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10969,39,Senegal,1,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10970,26,Algeria,7,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10971,103,Benin,3,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10972,22,Ivory Coast,1,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10973,51,Cameroon,3,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10974,53,Guinea,-2,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10975,86,Liberia,-9,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10976,88,Togo,9,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10977,93,Burkina Faso,17,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10978,96,Rwanda,3,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10979,97,Malawi,-4,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10980,98,Angola,1,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10981,52,Congo,3,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10982,79,Morocco,-1,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10983,55,DR Congo,-5,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10984,57,Egypt,6,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10985,59,Nigeria,7,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10986,63,Mali,1,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10987,68,Uganda,-7,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10988,69,Equatorial Guinea,2,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10989,71,Zambia,0,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10990,73,Gabon,8,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10991,75,South Africa,2,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10992,134,Sudan,6,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10993,132,Tanzania,-3,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10994,128,Madagascar,10,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10995,129,Namibia,11,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10996,146,Guinea-Bissau,5,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10997,105,Angola,7,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10998,107,Liberia,21,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10999,109,Malawi,12,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
11000,110,Zimbabwe,1,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
11001,111,Mozambique,-14,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
11002,112,Burundi,5,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
11003,116,Mauritania,12,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
11004,118,Sierra Leone,-3,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
11005,120,Ethiopia,6,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
11006,172,Comoros,-5,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
11007,174,Mauritius,1,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
11008,164,Gambia,-4,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
11009,101,Rwanda,5,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
11010,100,Niger,-5,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
11011,75,Morocco,-4,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
11012,98,Kenya,-27,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
11013,28,Algeria,2,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
11014,33,Ghana,3,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
11015,39,Cape Verde,7,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
11016,40,Tunisia,-1,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
11017,44,Senegal,5,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
11018,19,Ivory Coast,-3,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
11019,50,Guinea,-3,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
11020,78,Benin,-25,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
11021,81,Libya,-32,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
11022,89,Burkina Faso,-4,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
11023,95,Botswana,-10,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
11024,96,Togo,8,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
11025,76,Gabon,3,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
11026,48,Congo,-4,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
11027,72,South Africa,-3,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
11028,57,Egypt,0,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
11029,59,Cameroon,8,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
11030,60,DR Congo,5,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
11031,62,Mali,-1,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
11032,63,Uganda,-5,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
11033,66,Nigeria,7,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
11034,69,Equatorial Guinea,0,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
11035,73,Zambia,2,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
11036,126,Tanzania,-6,2016,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
11037,129,Madagascar,1,2016,0,0,1.0,2.0,2.0,1.0,0.0,8.0
11038,130,Sudan,-4,2016,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
11039,133,Namibia,4,2016,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
11040,121,Sierra Leone,3,2016,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
11041,147,Guinea-Bissau,1,2016,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
11042,101,Kenya,3,2016,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
11043,103,Niger,3,2016,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
11044,103,Liberia,-4,2016,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
11045,105,Angola,0,2016,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
11046,106,Malawi,-3,2016,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
11047,109,Mozambique,-2,2016,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
11048,110,Burundi,-2,2016,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
11049,111,Mauritania,-5,2016,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
11050,118,Ethiopia,-2,2016,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
11051,108,Zimbabwe,-2,2016,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
11052,95,Botswana,0,2016,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
11053,165,Gambia,1,2016,0,0,1.0,3.0,1.0,1.0,1.0,10.0
11054,172,Mauritius,-2,2016,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
11055,174,Comoros,2,2016,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
11056,93,Togo,-3,2016,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
11057,28,Algeria,0,2016,1,0,19.0,28.0,22.0,27.0,5.0,106.0
11058,33,Ghana,0,2016,4,0,23.0,54.0,21.0,27.0,46.0,183.0
11059,39,Cape Verde,0,2016,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
11060,40,Tunisia,0,2016,1,0,20.0,25.0,29.0,26.0,5.0,104.0
11061,19,Ivory Coast,0,2016,2,0,24.0,44.0,30.0,25.0,42.0,162.0
11062,45,Senegal,1,2016,0,0,16.0,27.0,17.0,23.0,22.0,98.0
11063,74,South Africa,2,2016,1,0,10.0,16.0,13.0,14.0,3.0,61.0
11064,76,Morocco,1,2016,1,0,18.0,27.0,24.0,19.0,19.0,105.0
11065,77,Gabon,1,2016,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
11066,78,Benin,0,2016,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
11067,81,Libya,0,2016,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
11068,89,Burkina Faso,0,2016,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
11069,91,Rwanda,-10,2016,0,0,1.0,1.0,1.0,1.0,0.0,4.0
11070,48,Congo,0,2016,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
11071,49,Guinea,-1,2016,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
11072,69,Equatorial Guinea,0,2016,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
11073,57,Cameroon,-2,2016,4,0,20.0,45.0,30.0,16.0,55.0,165.0
11074,58,Egypt,1,2016,7,0,25.0,60.0,20.0,27.0,78.0,200.0
11075,60,DR Congo,0,2016,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
11076,62,Uganda,-1,2016,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
11077,63,Mali,1,2016,0,0,12.0,19.0,19.0,16.0,0.0,76.0
11078,66,Nigeria,0,2016,3,0,19.0,53.0,22.0,22.0,46.0,181.0
11079,67,Zambia,-6,2016,1,0,17.0,26.0,20.0,21.0,12.0,98.0
11080,136,Sudan,6,2016,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
11081,134,Namibia,1,2016,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
11082,147,Guinea-Bissau,0,2016,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
11083,131,Zimbabwe,23,2016,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
11084,107,Mauritania,-4,2016,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
11085,109,Niger,6,2016,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
11086,111,Angola,6,2016,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
11087,117,Sierra Leone,-4,2016,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
11088,119,Burundi,9,2016,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
11089,124,Ethiopia,6,2016,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
11090,125,Tanzania,-1,2016,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
11091,129,Madagascar,0,2016,0,0,1.0,2.0,2.0,1.0,0.0,8.0
11092,105,Libya,24,2016,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
11093,165,Gambia,0,2016,0,0,1.0,3.0,1.0,1.0,1.0,10.0
11094,172,Mauritius,0,2016,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
11095,174,Comoros,0,2016,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
11096,103,Togo,10,2016,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
11097,33,Cape Verde,-6,2016,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
11098,36,Algeria,8,2016,1,0,19.0,28.0,22.0,27.0,5.0,106.0
11099,41,Ghana,8,2016,4,0,23.0,54.0,21.0,27.0,46.0,183.0
11100,45,Senegal,0,2016,0,0,16.0,27.0,17.0,23.0,22.0,98.0
11101,48,Tunisia,8,2016,1,0,20.0,25.0,29.0,26.0,5.0,104.0
11102,28,Ivory Coast,9,2016,2,0,24.0,44.0,30.0,25.0,42.0,162.0
11103,104,Malawi,-2,2016,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
11104,83,Gabon,6,2016,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
11105,85,Burkina Faso,-4,2016,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
11106,85,Rwanda,-6,2016,0,0,1.0,1.0,1.0,1.0,0.0,4.0
11107,92,Botswana,-3,2016,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
11108,99,Kenya,-2,2016,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
11109,101,Liberia,-2,2016,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
11110,102,Mozambique,-7,2016,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
11111,54,Congo,6,2016,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
11112,80,Morocco,4,2016,1,0,18.0,27.0,24.0,19.0,19.0,105.0
11113,55,Egypt,-3,2016,7,0,25.0,60.0,20.0,27.0,78.0,200.0
11114,57,DR Congo,-3,2016,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
11115,61,Guinea,12,2016,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
11116,62,Cameroon,5,2016,4,0,20.0,45.0,30.0,16.0,55.0,165.0
11117,63,Nigeria,-3,2016,3,0,19.0,53.0,22.0,22.0,46.0,181.0
11118,64,Equatorial Guinea,-5,2016,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
11119,68,Mali,5,2016,0,0,12.0,19.0,19.0,16.0,0.0,76.0
11120,70,Uganda,8,2016,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
11121,73,South Africa,-1,2016,1,0,10.0,16.0,13.0,14.0,3.0,61.0
11122,76,Zambia,9,2016,1,0,17.0,26.0,20.0,21.0,12.0,98.0
11123,77,Benin,-1,2016,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
11124,37,Algeria,1,2016,1,0,19.0,28.0,22.0,27.0,5.0,106.0
11125,36,Ivory Coast,8,2016,2,0,24.0,44.0,30.0,25.0,42.0,162.0
11126,31,Cape Verde,-2,2016,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
11127,164,Gambia,-1,2016,0,0,1.0,3.0,1.0,1.0,1.0,10.0
11128,172,Mauritius,0,2016,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
11129,173,Comoros,-1,2016,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
11130,41,Ghana,0,2016,4,0,23.0,54.0,21.0,27.0,46.0,183.0
11131,109,Angola,-2,2016,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
11132,115,Sierra Leone,-2,2016,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
11133,108,Niger,-1,2016,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
11134,120,Ethiopia,-4,2016,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
11135,125,Tanzania,0,2016,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
11136,129,Burundi,10,2016,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
11137,130,Madagascar,1,2016,0,0,1.0,2.0,2.0,1.0,0.0,8.0
11138,131,Zimbabwe,0,2016,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
11139,107,Libya,2,2016,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
11140,85,Rwanda,0,2016,0,0,1.0,1.0,1.0,1.0,0.0,4.0
11141,106,Mauritania,-1,2016,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
11142,104,Malawi,0,2016,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
11143,103,Kenya,4,2016,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
11144,101,Liberia,0,2016,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
11145,101,Togo,-2,2016,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
11146,100,Mozambique,-2,2016,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
11147,92,Botswana,0,2016,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
11148,86,Burkina Faso,1,2016,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
11149,63,Guinea,2,2016,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
11150,62,Nigeria,-1,2016,3,0,19.0,53.0,22.0,22.0,46.0,181.0
11151,61,Cameroon,-1,2016,4,0,20.0,45.0,30.0,16.0,55.0,165.0
11152,59,Congo,5,2016,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
11153,58,DR Congo,1,2016,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
11154,53,Egypt,-2,2016,7,0,25.0,60.0,20.0,27.0,78.0,200.0
11155,48,Senegal,3,2016,0,0,16.0,27.0,17.0,23.0,22.0,98.0
11156,47,Tunisia,-1,2016,1,0,20.0,25.0,29.0,26.0,5.0,104.0
11157,133,Namibia,-1,2016,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
11158,67,Uganda,-3,2016,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
11159,73,Mali,5,2016,0,0,12.0,19.0,19.0,16.0,0.0,76.0
11160,76,Equatorial Guinea,12,2016,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
11161,77,Benin,0,2016,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
11162,78,Zambia,2,2016,1,0,17.0,26.0,20.0,21.0,12.0,98.0
