,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
316,100,Tanzania,4,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
317,98,Ethiopia,3,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
318,105,Madagascar,6,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
319,48,Mali,-9,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
320,41,Zimbabwe,0,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
321,58,Senegal,0,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
322,70,Sierra Leone,-3,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
323,66,DR Congo,-11,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
324,64,Guinea,2,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
325,67,Gabon,6,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
326,77,Niger,-3,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
327,5,Nigeria,-13,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
328,19,Zambia,-3,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
329,30,Tunisia,-2,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
330,38,Algeria,1,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
331,29,Ghana,-2,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
332,27,Cameroon,1,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
333,26,Morocco,-3,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
334,24,Egypt,-1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
335,21,Ivory Coast,-7,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
336,78,Kenya,-1,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
337,135,Benin,-1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
338,133,Liberia,3,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
339,125,Sudan,4,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
340,124,Angola,0,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
341,123,Togo,1,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
342,137,Mauritius,2,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
343,154,Libya,0,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
344,149,Cape Verde,0,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
345,119,Guinea-Bissau,2,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
346,146,Botswana,1,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
347,147,Mauritania,1,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
348,118,Mozambique,3,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
349,92,South Africa,0,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
350,81,Malawi,10,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
351,96,Uganda,0,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
352,111,Ethiopia,13,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
353,98,Tanzania,-2,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
354,109,Gambia,-1,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
355,106,Burundi,-1,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
356,103,Madagascar,-2,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
357,101,Burkina Faso,-3,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
358,107,Congo,1,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
359,153,Cape Verde,4,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
360,157,Libya,3,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
361,150,Mauritania,3,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
362,78,South Africa,-14,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
363,55,Senegal,-3,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
364,48,Mali,0,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
365,46,Algeria,8,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
366,80,Malawi,-1,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
367,62,Guinea,-2,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
368,68,Sierra Leone,-2,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
369,65,Gabon,-2,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
370,64,DR Congo,-2,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
371,42,Zimbabwe,1,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
372,19,Zambia,0,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
373,21,Ivory Coast,0,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
374,31,Tunisia,1,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
375,30,Morocco,4,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
376,28,Ghana,-1,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
377,25,Egypt,1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
378,24,Cameroon,-3,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
379,81,Niger,4,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
380,82,Kenya,4,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
381,119,Mozambique,1,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
382,124,Angola,0,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
383,127,Sudan,2,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
384,118,Guinea-Bissau,-1,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
385,135,Liberia,2,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
386,137,Benin,2,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
387,138,Mauritius,1,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
388,148,Botswana,2,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
389,117,Ethiopia,6,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
390,123,Togo,0,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
391,98,Tanzania,0,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
392,101,Uganda,5,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
393,112,Congo,5,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
394,109,Burundi,3,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
395,108,Gambia,-1,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
396,103,Burkina Faso,2,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
397,7,Nigeria,2,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
398,105,Madagascar,2,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
399,148,Botswana,0,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
400,150,Mauritania,0,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
401,153,Cape Verde,0,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
402,157,Libya,0,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
403,99,Tanzania,1,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
404,101,Uganda,0,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
405,102,Burkina Faso,-1,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
406,76,South Africa,-2,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
407,80,Malawi,0,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
408,81,Niger,0,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
409,82,Kenya,0,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
410,129,Sudan,2,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
411,136,Liberia,1,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
412,138,Benin,1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
413,139,Mauritius,1,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
414,124,Angola,0,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
415,123,Togo,0,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
416,106,Madagascar,1,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
417,108,Mozambique,-11,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
418,110,Gambia,2,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
419,111,Burundi,2,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
420,113,Congo,1,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
421,116,Guinea-Bissau,-2,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
422,114,Ethiopia,-3,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
423,66,Sierra Leone,-2,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
424,64,Gabon,-1,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
425,28,Morocco,-2,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
426,26,Ghana,-2,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
427,25,Egypt,0,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
428,24,Cameroon,0,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
429,21,Ivory Coast,0,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
430,20,Zambia,1,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
431,30,Tunisia,-1,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
432,11,Nigeria,4,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
433,63,DR Congo,-1,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
434,61,Guinea,-1,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
435,55,Senegal,0,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
436,49,Mali,1,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
437,48,Algeria,2,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
438,42,Zimbabwe,0,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
439,56,Senegal,1,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
440,49,Zimbabwe,7,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
441,48,Algeria,0,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
442,50,Mali,1,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
443,74,South Africa,-2,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
444,61,Guinea,0,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
445,76,Niger,-5,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
446,60,DR Congo,-3,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
447,65,Sierra Leone,-1,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
448,64,Gabon,0,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
449,10,Nigeria,-1,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
450,153,Cape Verde,0,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
451,21,Zambia,1,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
452,31,Tunisia,1,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
453,30,Morocco,2,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
454,28,Ghana,2,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
455,27,Cameroon,3,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
456,26,Egypt,1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
457,24,Ivory Coast,3,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
458,112,Burundi,1,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
459,137,Benin,-1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
460,136,Liberia,0,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
461,132,Sudan,3,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
462,140,Mauritius,1,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
463,123,Angola,-1,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
464,122,Togo,-1,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
465,157,Libya,0,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
466,150,Mauritania,0,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
467,148,Botswana,0,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
468,85,Malawi,5,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
469,82,Kenya,0,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
470,99,Tanzania,0,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
471,115,Guinea-Bissau,-1,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
472,114,Ethiopia,0,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
473,100,Burkina Faso,-2,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
474,110,Congo,-3,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
475,108,Gambia,-2,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
476,104,Uganda,3,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
477,102,Madagascar,-4,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
478,109,Mozambique,1,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
479,118,Uganda,14,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
480,106,Mozambique,-3,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
481,107,Ethiopia,-7,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
482,103,Madagascar,1,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
483,111,Angola,-12,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
484,114,Togo,-8,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
485,115,Burundi,3,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
486,119,Guinea-Bissau,4,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
487,112,Congo,2,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
488,84,Malawi,-1,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
489,86,Kenya,4,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
490,89,Tanzania,-10,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
491,101,Gambia,-7,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
492,90,Burkina Faso,-10,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
493,150,Botswana,2,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
494,156,Cape Verde,3,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
495,153,Namibia,-8,1994,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
496,160,Libya,3,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
497,143,Mauritius,3,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
498,125,Sudan,-7,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
499,126,Liberia,-10,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
500,138,Benin,1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
501,141,Mauritania,-9,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
502,25,Egypt,-1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
503,26,Ghana,-2,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
504,27,Tunisia,-4,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
505,28,Cameroon,1,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
506,30,Morocco,0,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
507,21,Zambia,0,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
508,10,Nigeria,0,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
509,23,Ivory Coast,-1,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
510,64,Sierra Leone,-1,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
511,67,South Africa,-7,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
512,74,Niger,-2,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
513,75,Gabon,11,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
514,61,Guinea,0,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
515,60,DR Congo,0,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
516,46,Zimbabwe,-3,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
517,49,Mali,-1,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
518,50,Algeria,2,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
519,55,Senegal,-1,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
520,49,Mali,0,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
521,53,Senegal,-2,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
522,55,Zimbabwe,9,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
523,58,Algeria,8,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
524,69,South Africa,2,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
525,68,Sierra Leone,4,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
526,66,DR Congo,6,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
527,63,Guinea,2,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
528,78,Malawi,-6,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
529,12,Nigeria,2,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
530,33,Morocco,3,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
531,30,Tunisia,3,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
532,29,Cameroon,1,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
533,26,Ghana,0,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
534,24,Egypt,-1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
535,22,Ivory Coast,-1,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
536,20,Zambia,-1,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
537,76,Niger,2,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
538,117,Guinea-Bissau,-2,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
539,137,Mauritania,-4,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
540,128,Liberia,2,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
541,122,Burundi,7,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
542,143,Benin,5,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
543,145,Mauritius,2,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
544,163,Libya,3,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
545,159,Cape Verde,3,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
546,153,Botswana,3,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
547,138,Namibia,-15,1994,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
548,94,Togo,-20,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
549,93,Burkina Faso,3,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
550,90,Tanzania,1,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
551,87,Kenya,1,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
552,79,Gabon,4,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
553,98,Mozambique,-8,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
554,116,Angola,5,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
555,114,Sudan,-11,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
556,112,Congo,0,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
557,110,Madagascar,7,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
558,115,Ethiopia,8,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
559,107,Gambia,6,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
560,101,Uganda,-17,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
561,95,Burkina Faso,2,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
562,97,Uganda,-4,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
563,105,Angola,-11,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
564,106,Gambia,-1,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
565,81,Malawi,3,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
566,85,Tanzania,-5,1994,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
567,88,Togo,-6,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
568,89,Mozambique,-9,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
569,90,Kenya,3,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
570,134,Mauritania,-3,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
571,136,Namibia,-2,1994,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
572,144,Benin,1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
573,145,Botswana,-8,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
574,146,Mauritius,1,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
575,112,Madagascar,2,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
576,115,Congo,3,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
577,116,Ethiopia,1,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
578,117,Guinea-Bissau,0,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
579,118,Sudan,4,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
580,125,Burundi,3,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
581,126,Liberia,-2,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
582,74,Gabon,-5,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
583,20,Zambia,0,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
584,23,Egypt,-1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
585,25,Ivory Coast,3,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
586,26,Ghana,0,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
587,28,Cameroon,-1,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
588,29,Tunisia,-1,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
589,31,Morocco,-2,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
590,12,Nigeria,0,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
591,64,South Africa,-5,1994,0,0,10.0,16.0,13.0,14.0,3.0,61.0
592,65,Guinea,2,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
593,66,DR Congo,0,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
594,68,Niger,-8,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
595,70,Sierra Leone,2,1994,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
596,55,Algeria,-3,1994,1,0,19.0,28.0,22.0,27.0,5.0,106.0
597,49,Zimbabwe,-6,1994,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
598,51,Senegal,-2,1994,0,0,16.0,27.0,17.0,23.0,22.0,98.0
599,52,Mali,3,1994,0,0,12.0,19.0,19.0,16.0,0.0,76.0
600,166,Libya,3,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
601,161,Cape Verde,2,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
602,111,Madagascar,-1,1994,0,0,1.0,2.0,2.0,1.0,0.0,8.0
603,114,Congo,-1,1994,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
604,123,Namibia,-13,1994,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
605,116,Sudan,-2,1994,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
606,117,Gambia,11,1994,0,0,1.0,3.0,1.0,1.0,1.0,10.0
607,122,Guinea-Bissau,5,1994,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
608,106,Angola,1,1994,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
609,115,Ethiopia,-1,1994,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
610,86,Togo,-2,1994,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
611,93,Uganda,-4,1994,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
612,94,Mozambique,5,1994,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
613,97,Burkina Faso,2,1994,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
614,126,Burundi,1,1994,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
615,161,Cape Verde,0,1994,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
616,167,Libya,1,1994,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
617,127,Liberia,1,1994,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
618,146,Mauritius,0,1994,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
619,137,Mauritania,3,1994,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
620,143,Benin,-1,1994,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
621,145,Botswana,0,1994,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
622,82,Malawi,1,1994,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
623,25,Ivory Coast,0,1994,1,0,24.0,44.0,30.0,25.0,42.0,162.0
624,26,Ghana,0,1994,4,0,23.0,54.0,21.0,27.0,46.0,183.0
625,30,Tunisia,1,1994,0,0,20.0,25.0,29.0,26.0,5.0,104.0
626,31,Cameroon,3,1994,2,0,20.0,45.0,30.0,16.0,55.0,165.0
627,33,Morocco,2,1994,1,0,18.0,27.0,24.0,19.0,19.0,105.0
628,21,Zambia,1,1994,0,0,17.0,26.0,20.0,21.0,12.0,98.0
629,12,Nigeria,0,1994,2,1,19.0,53.0,22.0,22.0,46.0,181.0
630,83,Kenya,-7,1994,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
631,22,Egypt,-1,1994,3,0,25.0,60.0,20.0,27.0,78.0,200.0
632,64,Gabon,-10,1994,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
633,66,Guinea,1,1994,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
634,68,DR Congo,2,1994,1,0,19.0,20.0,24.0,29.0,-14.0,84.0
635,70,Niger,2,1994,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
